PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP
11.92,25.36,9.65,24.37,37.42,13.82,8.14,0.72,21.38,0.41,1.45,1.66,0.87,93.25,0.65,261.01,48.11,781.85
12.02,25.58,9.64,24.45,37.42,13.99,8.1,0.74,21.88,0.41,1.45,1.63,0.89,93.25,0.87,258.29,58.1,781.8
13.31,28.32,9.66,24.45,37.44,13.9,8.16,0.73,22.07,0.41,1.45,1.67,0.86,93.25,0.67,259.99,67.44,781.75
13.16,28.02,9.57,24.42,37.47,13.9,7.79,0.74,21.92,0.42,1.45,1.66,0.91,93.08,0.99,248.9,92.73,781.62
12.28,26.14,9.69,24.33,37.38,13.89,8.31,0.73,21.89,0.4,1.47,1.66,0.89,88.32,0.75,272.04,96.34,781.68
11.25,23.94,9.72,24.41,37.4,13.85,8.44,0.73,21.41,0.42,1.45,1.65,0.89,83.77,0.75,274.3,111.81,781.67
8.5,18.09,9.63,24.41,37.46,13.85,8.07,0.74,21.69,0.41,1.42,1.69,0.9,79.06,0.82,259.49,111.94,781.7
8.52,18.11,9.66,24.44,37.42,13.86,8.19,0.74,21.33,0.41,1.46,1.67,0.86,76.05,0.83,260.3,110.71,781.8
10.13,21.55,9.66,24.46,37.35,13.88,8.18,0.73,21.44,0.41,1.42,1.69,0.88,72.63,0.84,266.64,117.39,782.38
10.12,21.54,9.69,24.4,37.41,13.81,8.31,0.75,22.67,0.42,1.42,1.65,0.89,72.87,1.17,229.55,93.88,782.35
11.91,25.35,9.65,24.41,37.44,13.74,8.13,0.73,22.67,0.4,1.43,1.69,0.9,74.26,1.1,224.55,66.12,782.1
11.27,23.99,9.72,24.41,37.35,13.82,8.44,0.75,21.79,0.41,1.44,1.66,0.91,77.05,1.05,224.86,41.96,781.75
10.87,23.13,9.61,24.41,37.44,13.86,7.97,0.73,20.42,0.42,1.48,1.62,0.9,78.81,1.02,290.37,21.29,782.05
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
12.42,26.33,9.75,24.39,37.3,None,7.82,0.67,None,0.37,1.41,1.68,0.94,93.26,1.3,302.04,35.83,780.7
12.41,26.41,9.7,24.49,37.44,13.9,8,0.75,12.88,0.41,1.48,1.62,0.85,93.25,0.71,258.35,28.31,780.92
19.51,41.51,9.65,24.41,37.46,13.86,8.21,0.75,21.69,0.42,1.43,1.66,0.87,93.25,0.78,253.15,27.05,781.95
13.92,29.63,9.65,24.45,37.44,13.85,7.99,0.73,21.93,0.42,1.44,1.66,0.83,93.25,0.77,215.35,10.99,783.55
11.57,24.6,9.66,24.49,37.49,13.84,7.23,0.74,21.58,0.41,1.46,1.65,0.88,93.25,0.8,251.82,None,783.75
9.41,20.02,9.72,24.41,37.39,13.8,7.99,0.75,21.25,0.41,1.47,1.67,0.93,93.25,0.79,255.59,None,783.5
7.06,15.02,9.64,24.51,37.41,13.87,8.27,0.73,21.7,0.41,1.44,1.7,0.88,93.25,0.82,260.81,None,783.17
5.75,12.25,9.62,24.48,37.42,13.9,7.87,0.75,21.43,0.4,1.44,1.7,0.91,93.25,1.05,242.84,None,783.65
4.72,10.05,9.65,24.42,37.44,13.83,7.8,0.73,21.22,0.4,1.42,1.71,0.92,93.25,0.93,265.14,None,783.47
4.75,10.12,9.64,24.42,37.44,13.88,8.16,0.73,21.8,0.43,1.49,1.68,0.87,93.25,0.88,252.12,None,783.35
6.58,14,9.66,24.51,37.4,13.86,8.33,0.74,21.53,0.41,1.46,1.64,0.88,93.25,0.88,263.71,None,783.35
7.7,16.38,9.61,24.44,37.39,13.81,8.05,0.72,21.59,0.41,1.45,1.66,0.9,93.25,0.62,268.83,None,783.35
10.04,21.36,9.63,24.44,37.38,13.88,8.28,0.74,22.13,0.42,1.44,1.68,0.87,93.25,0.64,264.58,None,783.23
9.84,20.93,9.62,24.48,37.34,13.82,8.17,0.74,21.75,0.41,1.48,1.68,0.87,93.25,0.96,237.34,20.32,783.12
8.05,17.12,9.66,24.46,37.47,13.78,8.19,0.74,22.16,0.4,1.44,1.66,0.88,85.64,0.72,272.2,87.02,782.38
8.26,17.57,9.69,24.39,37.42,13.88,8.25,0.74,22.23,0.4,1.47,1.67,0.89,75.52,0.83,273.12,411.34,782.23
6.02,12.81,9.63,24.42,37.43,13.83,7.95,0.73,21.34,0.41,1.46,1.66,0.88,65.84,0.62,282.36,144.1,782.88
5.64,12,9.62,24.41,37.47,13.82,8.01,0.74,21.31,0.42,1.46,1.67,0.9,60.86,0.66,278.97,509.27,782.15
7.2,15.32,9.59,24.43,37.38,13.88,7.69,0.73,20.51,0.42,1.44,1.66,0.87,59.24,0.83,257.77,285.18,780.75
8.39,17.85,9.64,24.44,37.45,13.93,8.21,0.76,20.2,0.41,1.45,1.65,0.85,67.78,0.89,302.62,77.82,780.07
14.59,31.04,9.65,24.4,37.47,13.86,8.15,0.74,21.64,0.42,1.46,1.68,0.86,93.25,1.13,151.23,55.47,780.55
20.9,44.47,9.64,24.41,37.46,13.88,8.15,0.73,21.41,0.42,1.45,1.69,0.92,93.25,0.98,257.01,18.22,781.52
14.27,30.35,9.65,24.4,37.4,13.87,8.29,0.73,21.73,0.41,1.44,1.7,0.88,93.25,0.9,250.74,36.87,780.65
10.33,21.97,9.64,24.4,37.42,13.89,8.11,0.74,22.27,0.42,1.43,1.63,0.88,93.25,0.68,262.29,24.23,780.47
7.36,15.66,9.73,24.5,37.44,13.86,8.45,0.73,21.54,0.41,1.46,1.74,0.93,93.25,0.58,257.82,24.57,781.15
5.54,11.79,9.67,24.48,37.51,13.82,8.07,0.74,22.16,0.4,1.43,1.66,0.87,93.25,0.98,252.39,16.12,781.2
4.21,8.95,9.69,24.48,37.39,13.79,7.84,0.75,21.33,0.42,1.48,1.69,0.88,93.25,1.09,238.82,None,781.22
3.36,7.15,9.63,24.39,37.46,13.8,8.03,0.74,21.84,0.41,1.43,1.69,0.86,93.25,1,247.25,None,781.25
3.1,6.59,9.67,24.48,37.46,13.85,7.09,0.76,22.07,0.41,1.45,1.66,0.9,93.25,1.01,249.68,None,781.22
4.26,9.07,9.69,24.36,37.39,13.84,8.22,0.74,21.91,0.4,1.47,1.66,0.82,93.25,1.02,252.71,4.06,781.08
4.76,10.12,9.67,24.45,37.41,13.84,8.05,0.74,21.91,0.41,1.44,1.68,0.9,93.25,0.94,250.02,18.92,780.83
4.61,9.8,9.71,24.39,37.45,13.89,7.96,0.73,22.25,0.41,1.45,1.67,0.86,93.25,1.05,244.94,24.81,780.32
4.55,9.69,9.6,24.44,37.49,13.83,8.12,0.73,21.82,0.42,1.45,1.65,0.87,93.25,0.96,231.73,33.72,780
6.52,13.87,9.62,24.36,37.46,13.77,8.26,0.75,22.05,0.41,1.43,1.67,0.81,93.25,0.93,253.27,32.27,779.72
4.82,10.26,9.69,24.38,37.43,13.83,8.11,0.74,21.47,0.42,1.44,1.66,0.88,93.25,1.18,227.22,40.77,779.58
3.79,8.05,9.67,24.46,37.43,13.87,7.96,0.75,21.2,0.43,1.45,1.67,0.87,93.25,0.97,239.26,54.86,779.55
4.87,10.36,9.59,24.52,37.41,13.86,7.87,0.74,21.24,0.41,1.44,1.72,0.86,93.25,0.97,229.01,76.94,779.55
7.29,15.51,9.64,24.36,37.4,13.82,7.92,0.74,21.96,0.42,1.45,1.72,0.9,93.25,1.1,230.83,105.17,779.35
7.46,15.88,9.71,24.45,37.46,13.86,8.1,0.72,22,0.41,1.45,1.68,0.89,93.25,1.24,231.69,123.99,779.42
7.59,16.16,9.61,24.39,37.48,13.87,8.03,0.73,21.82,0.41,1.45,1.7,0.89,93.23,1.08,234.06,186.21,779.7
7.98,16.98,9.63,24.43,37.45,13.76,7.96,0.72,21.48,0.42,1.46,1.67,0.89,92.97,1.12,233.35,149.88,779.98
8,17.01,9.61,24.44,37.47,13.85,8.29,0.76,21.04,0.41,1.48,1.69,0.89,88.16,1.17,224.54,367.41,779.98
5.9,12.56,9.7,24.46,37.42,13.83,8.02,0.75,21.05,0.42,1.45,1.68,0.88,91.57,1.09,219.95,67,779.85
6.32,13.45,9.54,24.42,37.45,13.85,8.36,0.74,22.37,0.41,1.44,1.65,0.86,88.87,1.2,232.88,128.84,779.95
8.18,17.39,9.6,24.49,37.41,13.86,8.18,0.75,22.05,0.41,1.42,1.67,0.83,92.73,0.9,253.63,21.3,779.95
7.64,16.26,9.69,24.41,37.41,13.87,8.18,0.73,22.4,0.42,1.43,1.65,0.86,90.87,1.09,242.8,54.63,779.83
9.77,20.77,9.66,24.43,37.41,13.82,8.18,0.74,20.11,0.41,1.46,1.69,0.86,91.24,0.98,244.56,83.27,779.92
6.99,14.87,9.58,24.52,37.48,13.86,8.14,0.75,21.08,0.42,1.46,1.64,0.91,92.99,1.06,242.14,63.2,780.05
5.47,11.64,9.61,24.41,37.42,13.82,7.96,0.73,21.77,0.41,1.42,1.65,0.89,93.25,0.91,243.81,51.22,779.95
5.08,10.8,9.67,24.43,37.42,13.76,8.32,0.73,22.23,0.41,1.46,1.65,0.88,93.25,0.86,248.67,66.14,779.8
4.99,10.62,9.65,24.5,37.47,13.81,8.12,0.73,21.81,0.41,1.48,1.66,0.89,93.25,1,242.76,63.59,779.85
4.12,8.76,9.64,24.39,37.41,13.84,8.12,0.75,21.56,0.41,1.44,1.64,0.91,93.25,1,252.02,47.94,779.95
5.04,10.71,9.65,24.47,37.44,13.83,7.19,0.74,21.71,0.42,1.46,1.65,0.88,93.25,1.15,238.53,41.34,779.93
5.97,12.71,9.63,24.49,37.44,13.79,8.27,0.74,21.98,0.42,1.44,1.66,0.9,93.25,1.17,235.99,53.38,779.88
4.46,9.47,9.65,24.42,37.4,13.8,8.29,0.74,21.9,0.42,1.45,1.61,0.86,93.25,1.23,227.51,56.37,779.88
3.99,8.49,9.69,24.41,37.36,13.93,8.08,0.74,22.21,0.41,1.42,1.64,0.85,93.25,1.12,233.26,62.22,779.9
4.92,10.47,9.6,24.45,37.37,13.9,8.09,0.73,22.01,0.42,1.44,1.68,0.89,93.25,0.95,248.04,51.72,779.9
4.21,8.95,9.68,24.48,37.43,13.77,8.1,0.75,21.43,0.42,1.46,1.68,0.92,93.25,1.09,239.36,46.53,779.9
5.23,11.12,9.66,24.38,37.43,13.86,8.03,0.74,21.77,0.41,1.41,1.65,0.88,93.25,1.26,243.91,48.8,779.88
5.92,12.59,9.64,24.43,37.39,13.75,8.06,0.73,21.29,0.4,1.44,1.65,0.87,93.25,1.1,239.51,63.66,779.85
5.01,10.67,9.66,24.45,37.44,13.75,8.49,0.74,20.75,0.41,1.46,1.69,0.88,93.25,0.99,251.77,87.19,779.9
5.86,12.46,9.69,24.44,37.46,13.73,7.94,0.74,20.77,0.42,1.44,1.66,0.84,93.25,0.91,246.63,101.17,779.88
6.01,12.8,9.65,24.44,37.38,13.89,8.12,0.75,22.23,0.41,1.47,1.7,0.89,91.1,0.71,257.85,108.06,779.88
7.26,15.44,9.62,24.46,37.43,13.88,8.01,0.73,21.35,0.41,1.43,1.67,0.91,92.34,0.99,251.7,60.81,779.38
7.41,15.77,9.6,24.48,37.42,13.79,7.95,0.75,21.13,0.41,1.42,1.66,0.87,87.56,0.86,250.04,133.69,779.77
9.23,19.64,9.58,24.49,37.42,13.83,7.97,0.74,21.09,0.4,1.47,1.68,0.85,79.22,0.83,266.05,102.59,779.73
6.71,14.29,9.69,24.42,37.47,13.78,7.96,0.75,20.32,0.4,1.47,1.69,0.89,75.48,0.91,243.22,87.81,779.8
6.3,13.41,9.62,24.42,37.48,13.86,8.07,0.74,20.19,0.42,1.44,1.68,0.86,74.68,0.86,251.79,101.87,779.85
9.17,19.5,9.59,24.39,37.44,13.83,7.8,0.76,19.47,0.41,1.44,1.69,0.9,72.86,0.67,275.12,56.43,779.75
10.21,21.73,9.69,24.43,37.39,13.8,8.16,0.74,21.16,0.41,1.46,1.66,0.88,83.39,0.88,257.49,35.69,779.67
10.62,22.59,9.58,24.38,37.43,13.84,8.03,0.73,21.89,0.41,1.4,1.63,0.88,93.25,0.99,243.27,23.78,779.98
8.44,17.96,9.68,24.44,37.48,13.85,8.15,0.75,20.7,0.41,1.45,1.69,0.89,91.64,1.13,234.94,40.02,779.93
8.7,18.5,9.59,24.46,37.44,13.88,8.06,0.73,21.42,0.4,1.43,1.7,0.89,91.83,1.08,244.96,37.97,779.98
8.64,18.37,9.64,24.41,37.41,13.84,8.4,0.74,21.52,0.4,1.44,1.67,0.88,93.25,0.98,241.25,41.88,780
7.81,16.61,9.64,24.4,37.41,13.84,8.31,0.73,22.05,0.41,1.46,1.69,0.87,93.25,1.16,243.82,41.11,780
8.23,17.5,9.69,24.38,37.41,13.87,7.96,0.74,21.75,0.42,1.44,1.67,0.87,93.25,1.11,242.62,41.55,780.02
7.89,16.77,9.57,24.5,37.38,13.81,6.98,0.75,22.07,0.4,1.46,1.69,0.87,93.25,1.28,230.94,41.7,780.07
7.04,14.99,9.64,24.42,37.42,13.87,8.03,0.74,21.87,0.41,1.45,1.66,0.85,93.25,1.23,237.5,35.57,780.1
6.08,12.92,9.63,24.41,37.49,13.82,8.25,0.73,22.08,0.41,1.43,1.66,0.91,93.25,0.98,234.21,37.34,780.07
5.97,12.7,9.6,24.41,37.5,13.86,8.34,0.74,22.32,0.41,1.47,1.67,0.89,93.25,1.07,233.37,44.33,780.08
5.55,11.82,9.63,24.48,37.42,13.85,8.22,0.73,21.93,0.41,1.44,1.64,0.89,93.25,1.05,234.96,41.53,780.25
4.83,10.27,9.69,24.4,37.46,13.86,8.03,0.75,22.53,0.41,1.44,1.66,0.88,93.25,1.1,240.97,43.91,780.2
5.28,11.23,9.7,24.4,37.41,13.86,8.36,0.73,21.97,0.41,1.44,1.62,0.88,93.25,1.11,234.89,43,780.27
4.17,8.86,9.64,24.49,37.45,13.83,7.89,0.74,21.98,0.42,1.45,1.65,0.89,93.25,1.28,234.99,64.91,780.3
4.07,8.65,9.62,24.42,37.49,13.91,7.95,0.75,22.01,0.41,1.48,1.68,0.88,93.25,1.24,231.86,81.59,780.1
5.85,12.45,9.68,24.52,37.45,13.89,8.09,0.73,22.37,0.42,1.48,1.69,0.87,93.25,1.14,233.62,74.61,780.05
6.7,14.26,9.63,24.48,37.46,13.8,8.3,0.73,22.47,0.42,1.44,1.69,0.88,93.25,1.06,236.06,67.62,780.08
6.08,12.94,9.65,24.4,37.41,13.8,7.9,0.75,21.62,0.42,1.47,1.65,0.87,92.15,0.92,248.88,118.78,779.98
5.47,11.63,9.65,24.4,37.38,13.9,8.09,0.74,21.41,0.41,1.46,1.63,0.86,91.67,0.86,255.61,105.03,779.9
7.88,16.76,9.67,24.43,37.47,13.85,8.16,0.75,21.36,0.41,1.47,1.66,0.9,81.4,0.82,265.15,83.58,779.98
11.82,25.15,9.6,24.36,37.41,13.87,8.04,0.74,21.71,0.4,1.44,1.66,0.88,85.48,0.8,271.98,147.44,780.05
11.23,23.89,9.58,24.48,37.47,13.74,8.42,0.73,21.82,0.42,1.42,1.68,0.9,85.96,1.16,232.66,116.42,780.5
9.23,19.63,9.64,24.43,37.43,13.79,8.43,0.75,21.36,0.41,1.41,1.69,0.89,87.18,0.97,249.59,64.04,780.23
7.12,15.15,9.61,24.37,37.39,13.9,7.95,0.75,21.59,0.41,1.45,1.71,0.87,86.55,1.1,238.02,48.32,779.5
6.47,13.77,9.62,24.38,37.45,13.8,8.28,0.73,21.72,0.41,1.47,1.66,0.88,93.24,1.06,238.13,31.88,779.52
6.72,14.31,9.67,24.41,37.45,13.87,8.21,0.75,21.25,0.41,1.44,1.69,0.91,93.25,1.09,243.06,40.02,779.4
7.54,16.05,9.73,24.51,37.41,13.87,8.12,0.73,21.41,0.41,1.43,1.65,0.87,93.25,1.12,242.21,41.11,779.38
6.25,13.31,9.66,24.38,37.44,13.86,7.91,0.73,21.71,0.42,1.45,1.69,0.87,93.25,1.14,232.62,40.53,779.4
5.73,12.2,9.66,24.42,37.39,13.87,8.18,0.75,21.76,0.41,1.46,1.63,0.85,93.25,1.24,229.27,40.64,779.18
6,12.76,9.68,24.38,37.4,13.93,8.42,0.74,21.59,0.41,1.45,1.69,0.87,93.25,0.97,234.74,42.39,779.45
8.68,18.48,9.65,24.42,37.4,13.88,7.21,0.73,21.7,0.41,1.46,1.69,0.89,93.25,1.05,239.08,43.32,779.25
6.27,13.33,9.64,24.47,37.4,13.89,7.91,0.74,21.64,0.42,1.43,1.65,0.9,93.25,1.05,242.5,44.08,779.32
4.91,10.44,9.66,24.44,37.45,13.82,8.13,0.73,21.67,0.41,1.42,1.64,0.89,93.25,1,245.59,41.86,779.52
5.85,12.44,9.63,24.47,37.42,13.77,8.36,0.72,22.06,0.4,1.44,1.66,0.89,93.25,1.07,241.84,42.55,779.85
8.07,17.16,9.67,24.51,37.45,13.89,8.11,0.75,22.09,0.42,1.46,1.65,0.84,93.25,1.01,241.49,42.16,779.75
7.55,16.07,9.68,24.5,37.41,13.84,8.16,0.72,21.99,0.41,1.46,1.65,0.88,93.25,1.11,227.5,43.27,779.83
6.65,14.16,9.6,24.48,37.38,13.76,8.17,0.72,21.57,0.42,1.47,1.69,0.86,93.25,1.17,240.31,48.86,779.88
6.73,14.32,9.68,24.41,37.43,13.86,8.41,0.75,22.32,0.41,1.47,1.67,0.87,93.25,1.12,233.97,57.09,779.92
6.82,14.51,9.64,24.46,37.41,13.88,8.03,0.73,21.75,0.43,1.44,1.72,0.86,93.25,1.31,239.43,65.28,780
8.57,18.23,9.62,24.43,37.44,13.84,8.17,0.75,22.12,0.41,1.44,1.7,0.91,93.25,0.96,245.01,88.74,780.1
9.36,19.91,9.66,24.43,37.42,13.87,8.16,0.74,22.45,0.42,1.45,1.66,0.91,93.25,1.12,236.48,101.02,780.02
9.03,19.22,9.69,24.42,37.4,13.88,8.14,0.74,22.11,0.4,1.46,1.67,0.9,93.15,0.95,233.5,92.89,779.93
8.37,17.81,9.67,24.41,37.43,13.84,8.41,0.74,21.74,0.41,1.42,1.64,0.89,87.97,1.09,229.46,112.51,779.98
8.24,17.53,9.61,24.39,37.47,13.86,8.06,0.74,20.86,0.4,1.44,1.68,0.9,81.81,1.16,235.71,215.65,779.98
8.63,18.36,9.68,24.43,37.47,13.85,8.27,0.73,21.38,0.4,1.48,1.6,0.9,83.08,1.47,218.98,129.12,779.88
8.86,18.84,9.6,24.39,37.34,13.85,7.94,0.72,21.28,0.41,1.43,1.67,0.89,82.6,1.21,234.26,71.36,779.88
8.71,18.52,9.64,24.45,37.45,13.86,8.06,0.74,22.07,0.41,1.43,1.69,0.89,93.25,0.8,259.34,42.17,779.8
9.43,20.06,9.57,24.47,37.42,13.84,8.2,0.75,21.76,0.42,1.48,1.65,0.88,93.25,0.73,247.35,42.04,779.73
7.82,16.63,9.69,24.39,37.38,13.81,8.13,0.76,21.55,0.41,1.47,1.67,0.86,93.25,0.79,263.05,29.35,779.7
7.39,15.73,9.69,24.48,37.4,13.85,8.24,0.74,21.52,0.41,1.42,1.62,0.84,93.25,0.91,255.78,12.71,779.6
6.03,12.81,9.64,24.46,37.35,13.83,8.21,0.73,21.78,0.4,1.45,1.66,0.88,93.25,0.85,253.08,11.5,779.43
5.94,12.64,9.7,24.43,37.47,13.83,8.12,0.74,22.2,0.41,1.47,1.68,0.85,93.25,0.95,240.44,10.45,779.28
5.26,11.19,9.64,24.41,37.47,13.86,8.24,0.75,21.36,0.4,1.44,1.65,0.91,93.25,0.89,241.63,None,779.22
5.97,12.71,9.59,24.46,37.41,13.88,7.59,0.74,21.66,0.41,1.46,1.7,0.89,93.25,0.83,260.82,None,779.2
4.54,9.65,9.64,24.47,37.4,13.82,7.25,0.73,22.44,0.39,1.45,1.72,0.92,93.25,0.89,258.62,0.58,779.12
4.16,8.86,9.68,24.41,37.39,13.86,8.04,0.73,22.18,0.42,1.47,1.66,0.9,93.25,1.06,247.71,None,779.02
3.81,8.1,9.62,24.48,37.45,13.77,8.04,0.74,21.77,0.4,1.46,1.72,0.87,93.25,1.06,245.75,13.43,779
3.87,8.23,9.6,24.41,37.42,13.93,7.9,0.72,21.81,0.42,1.43,1.67,0.86,93.25,0.96,235.22,15.23,778.62
5.22,11.12,9.68,24.44,37.35,13.84,8.54,0.75,22.35,0.4,1.46,1.65,0.87,93.25,1.08,232.29,6.76,778.7
5.26,11.18,9.63,24.46,37.41,13.75,8.27,0.73,21.93,0.41,1.47,1.65,0.85,93.25,0.94,238.23,5.81,778.6
5.46,11.61,9.6,24.41,37.5,13.86,8.33,0.74,22.09,0.4,1.47,1.66,0.91,93.25,1.16,228.49,10.02,778.4
5,10.64,9.65,24.38,37.43,13.75,7.99,0.75,21.62,0.41,1.46,1.69,0.88,93.25,1.35,227.88,16.51,778.38
4.87,10.37,9.62,24.47,37.36,13.84,8.11,0.74,21.42,0.41,1.48,1.62,0.89,93.25,1.43,223.47,27.62,778.33
4.85,10.31,9.75,24.45,37.44,13.86,8.03,0.73,21.55,0.41,1.46,1.68,0.88,93.25,1.14,226.7,94.89,778.7
4.4,9.36,9.6,24.4,37.35,13.74,8.12,0.74,22.67,0.42,1.42,1.7,0.88,93.25,1.06,232.15,92.11,782.5
6.31,13.44,9.64,24.47,37.48,13.74,8,0.73,21.59,0.42,1.43,1.69,0.9,93.25,0.99,226.78,54.13,781.1
8.75,18.62,9.64,24.47,37.41,13.8,7.95,0.75,22.05,0.41,1.46,1.72,0.89,93.16,1.23,240.57,176.6,781.97
8.6,18.31,9.68,24.45,37.5,13.83,8.12,0.74,21.15,0.4,1.45,1.65,0.88,88.5,1.22,231.8,184.23,781.92
7.56,16.1,9.66,24.41,37.48,13.91,8.06,0.73,21.88,0.41,1.44,1.68,0.9,93.25,0.91,251.44,67.54,780.58
8.56,18.22,9.67,24.38,37.4,13.82,8.04,0.74,22.55,0.42,1.46,1.66,0.9,93.25,0.58,287.17,77.09,780.25
10,21.28,9.74,24.45,37.39,13.9,7.94,0.76,22.54,0.41,1.43,1.69,0.92,93.25,0.69,245.88,39.19,779.83
9.69,20.62,9.67,24.39,37.45,13.8,8.06,0.74,21.65,0.41,1.46,1.63,0.89,93.25,1.04,233.28,6.86,779.62
7.98,16.97,9.68,24.47,37.46,13.86,8.36,0.73,21.61,0.42,1.46,1.67,0.88,93.25,0.88,244.57,1.68,779.88
5.9,12.56,9.67,24.45,37.41,13.81,8.21,0.73,21.77,0.42,1.4,1.68,0.9,93.25,0.96,248.54,18.41,778.6
4.79,10.2,9.74,24.46,37.46,13.93,8.05,0.74,21.55,0.41,1.45,1.68,0.91,93.25,0.91,241.53,26.15,778.62
5.02,10.68,9.63,24.43,37.4,13.85,8.27,0.74,21.99,0.41,1.43,1.71,0.85,93.25,1.11,245.07,30.02,778.5
4.54,9.65,9.61,24.43,37.46,13.86,8.37,0.76,22.12,0.41,1.46,1.65,0.84,93.25,1.04,234.72,32.66,778.6
3.84,8.16,9.65,24.4,37.42,13.76,8.23,0.74,22.1,0.41,1.45,1.65,0.9,93.25,1.12,230.93,32,778.92
4.76,10.14,9.66,24.45,37.4,13.84,6.89,0.72,20.88,0.41,1.44,1.64,0.87,93.25,1.06,249.29,36.63,779.35
7.65,16.28,9.63,24.47,37.39,13.88,8.09,0.75,22.05,0.41,1.42,1.69,0.88,93.25,1.14,235.86,38.89,779.25
6.07,12.92,9.67,24.4,37.51,13.82,7.88,0.73,21.37,0.41,1.46,1.68,0.86,93.25,1.1,238.18,40.53,779.2
5.74,12.23,9.72,24.46,37.49,13.84,8.18,0.74,20.41,0.42,1.44,1.65,0.89,93.25,1.03,237.66,39.09,778.87
6.58,14,9.61,24.41,37.44,13.89,7.99,0.75,21.74,0.41,1.45,1.66,0.86,93.25,1.01,221.22,38.94,778.75
9.05,19.25,9.66,24.44,37.45,13.88,8.19,0.75,21.37,0.41,1.48,1.63,0.87,93.25,0.89,247.13,35.9,778.95
7.38,15.71,9.63,24.47,37.5,13.83,8.07,0.75,21.5,0.41,1.42,1.68,0.88,93.25,1,233.59,42.7,778.9
7.66,16.3,9.56,24.37,37.44,13.78,7.75,0.76,21.98,0.41,1.43,1.64,0.85,93.25,1.23,228.51,59.94,778.92
7.45,15.86,9.66,24.47,37.45,13.78,8.19,0.74,22.59,0.41,1.47,1.66,0.87,93.25,0.87,246.24,78.19,778.72
9.28,19.75,9.66,24.37,37.45,13.83,8.17,0.74,21.39,0.41,1.46,1.67,0.88,93.25,0.87,257.64,90.49,778.7
8.06,17.16,9.59,24.47,37.49,13.81,7.87,0.74,22.04,0.41,1.45,1.71,0.89,93.22,0.85,258.67,130.88,776.62
7.54,16.04,9.71,24.43,37.42,13.87,8.4,0.75,21.11,0.41,1.43,1.66,0.89,92.76,0.67,277.41,127.11,777.8
10.06,21.41,9.67,24.48,37.46,13.91,8.23,0.75,21.36,0.41,1.41,1.65,0.89,88.32,0.82,264.53,122.64,778.48
10.22,21.75,9.64,24.38,37.39,13.83,8.11,0.74,20.65,0.41,1.46,1.69,0.88,87.46,0.81,272.82,133.48,778.5
13.61,28.94,9.62,24.46,37.41,13.81,8.01,0.75,21.03,0.41,1.48,1.65,0.9,78.26,0.56,279.62,254.1,778.52
17.59,37.42,9.61,24.36,37.45,13.89,7.95,0.72,20.63,0.43,1.46,1.68,0.91,76.15,0.99,250.72,189.48,778.45
17.8,37.87,9.66,24.47,37.37,13.78,8.21,0.75,20.47,0.42,1.45,1.7,0.85,75.01,0.97,246.64,135.8,778.65
13.47,28.66,9.62,24.46,37.44,13.85,8.03,0.73,21.03,0.42,1.43,1.63,0.89,76.02,1.01,233.11,114.7,778.5
11.83,25.18,9.69,24.42,37.43,13.86,8.29,0.75,21.04,0.41,1.42,1.67,0.87,77.2,1.08,242.34,57,778.65
11.21,23.86,9.6,24.4,37.41,13.86,7.92,0.74,20.71,0.41,1.45,1.69,0.9,82.09,1.12,248.12,38.33,778.55
14.23,30.27,9.65,24.37,37.44,13.83,8.13,0.73,20.91,0.41,1.44,1.62,0.91,86.33,1.04,233.07,40.07,778.6
12.14,25.82,9.66,24.48,37.38,13.88,8.19,0.73,20.7,0.42,1.43,1.66,0.86,88.39,0.95,253,39.52,778.57
10.08,21.45,9.69,24.45,37.43,13.76,8.32,0.74,21.07,0.41,1.45,1.66,0.91,92.03,0.97,239.09,39.66,779.35
9.46,20.12,9.7,24.44,37.42,13.88,8.35,0.74,21.46,0.41,1.46,1.71,0.86,93.25,0.96,225.43,28.39,779.68
8.75,18.62,9.57,24.44,37.43,13.9,6.93,0.73,21.12,0.43,1.44,1.65,0.87,93.25,0.82,225.91,34.97,779.52
8.81,18.75,9.63,24.4,37.4,13.86,8.06,0.74,21.53,0.41,1.42,1.66,0.86,93.25,0.91,244.88,22.63,779.5
7.09,15.08,9.63,24.37,37.37,13.86,8.08,0.74,21.6,0.41,1.43,1.67,0.9,93.25,0.9,235.99,41.59,779.35
8.17,17.38,9.66,24.41,37.41,13.84,8.21,0.72,21.73,0.41,1.43,1.68,0.91,93.25,1,241.43,40.62,779.55
8.7,18.51,9.59,24.46,37.44,13.79,7.87,0.74,21.31,0.41,1.45,1.67,0.88,93.25,1.05,240.87,39.34,779.6
7.82,16.65,9.54,24.55,37.41,13.86,7.65,0.73,21.96,0.41,1.45,1.69,0.88,93.25,1.08,242.82,44.05,779.5
7.92,16.84,9.58,24.34,37.41,13.88,7.85,0.74,21.18,0.41,1.46,1.67,0.91,93.25,1.22,226.85,49.29,779.52
9.32,19.83,9.64,24.42,37.41,13.8,8.08,0.75,21.66,0.41,1.44,1.67,0.84,93.25,1.17,237.6,64.77,779.62
9.6,20.42,9.65,24.46,37.44,13.88,8.13,0.75,21.32,0.41,1.44,1.69,0.87,93.25,1.16,253.07,80.84,779.55
